HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
120998,"31-40","w",3,"34","Chihuahua",,,,"K",2011,"m","gestromt"
121003,"41-50","w",11,"111","Bergamasker",,"Entlebucher Sennenhund",,"I",2010,"w","schwarz/braun/grau"
121006,"61-70","w",8,"83","Lagotto Romagnolo",,,,"I",2014,"m","weiss"
121017,"31-40","w",11,"115","Cocker Spaniel",,,,"K",2008,"w","braun/weiss"
121019,"61-70","w",7,"74","Volpino","Mischling",,,"K",2007,"w","weiss/rot"
121019,"61-70","w",7,"74","Collie","Mischling",,,"I",2004,"m","tricolor"
121020,"51-60","w",7,"74","Zwergspitz",,"Pomeranian",,"K",2013,"m","braun"
121020,"51-60","w",7,"74","Zwergspitz",,"Pomeranian",,"K",2011,"w","orange"
121044,"31-40","m",11,"115","Chihuahua",,,,"K",2010,"w","braun/weiss"
121047,"21-30","w",10,"101","Chihuahua",,,,"K",2008,"m","creme"
121051,"31-40","m",12,"122","Yorkshire Terrier",,,,"K",2013,"m","grau/beige"
121059,"51-60","w",7,"74","Norwegischer Lundehund",,,,"K",2011,"m","braun/weiss"
121061,"31-40","m",5,"51","Mops",,,,"K",2010,"w","schwarz"
121062,"51-60","w",8,"82","Malteser",,,,"K",2014,"w","weiss"
121072,"31-40","w",8,"82","Mops",,,,"K",2014,"w","schwarz"
121079,"31-40","w",11,"115","Spinone",,"Sibirischer Husky",,"I",2010,"w","creme"
121092,"61-70","w",10,"101","Norwich Terrier",,,,"K",2009,"w","black/tan"
121105,"41-50","w",9,"92","Terrier","Mischling",,,"K",2014,"m","schwarz"
121118,"41-50","w",5,"52","Mischling gross",,,,"I",2017,"w","schwarz"
121128,"51-60","w",3,"34","Mischling klein",,,,"K",2012,"w","braun"
121135,"41-50","w",10,"101","Flat Coated Retriever",,,,"I",2014,"m","schwarz"
121149,"21-30","w",4,"42","Chihuahua",,,,"K",2009,"m","braun/weiss"
121165,"41-50","w",7,"73","Bolonka Zwetna",,,,"K",2014,"m","braun/weiss"
121182,"51-60","w",10,"101","Lagotto Romagnolo",,,,"I",2014,"w","braun"
121216,"51-60","m",7,"73","Shetland Sheepdog",,,,"K",2014,"m","braun/weiss"
121222,"31-40","w",9,"91","Chihuahua",,,,"K",2008,"w","grau"
121223,"41-50","w",10,"102","Beagle",,,,"K",2014,"m","tricolor"
121225,"51-60","w",11,"119","Havaneser",,,,"K",2014,"w","schwarz/weiss"
121229,"51-60","w",8,"82","Goldendoodle",,,,"I",2014,"m","blondfarben"
121282,"51-60","w",7,"73","Lagotto Romagnolo",,,,"I",2014,"w","weiss"
121290,"21-30","w",11,"115","Mischling gross",,,,"I",2014,"w","braun gestromt"
121331,"51-60","w",11,"119","Tibet Terrier",,,,"K",2013,"w","schwarz/braun/weiss"
121334,"61-70","w",8,"82","Malteser",,"Havaneser",,"K",2014,"w","schwarz/weiss"
121341,"21-30","m",12,"122","Mischling gross",,,,"I",2017,"m","gestromt"
121454,"41-50","w",11,"111","Chihuahua",,,,"K",2011,"w","beige/weiss"
121455,"21-30","w",11,"111","Mischling klein",,,,"K",2012,"m","tricolor"
121455,"21-30","w",11,"111","Basenji",,,,"K",2014,"w","rot/weiss"
121459,"41-50","m",2,"24","Schäfer","Mischling",,,"I",2005,"m","schwarz/braun"
121465,"41-50","w",12,"122","Chihuahua",,,,"K",2013,"w","weiss/beige"
121474,"41-50","w",9,"92","Mischling gross",,,,"I",2014,"m","schwarz/weiss"
121476,"41-50","w",9,"92","Yorkshire Terrier",,,,"K",2014,"w","schwarz/braun"
121477,"71-80","w",9,"92","Labrador Retriever",,,,"I",2013,"w","schwarz"
121486,"51-60","w",12,"123","Langhaardackel",,,,"K",2001,"w","rotbraun"
121498,"51-60","w",7,"71","Zwergpudel",,,,"K",2010,"m","apricot"
121498,"51-60","w",7,"71","Mischling klein",,,,"K",2011,"w","schwarz"
121500,"41-50","m",6,"63","Mischling gross",,,,"I",2012,"w","braun gestromt"
121517,"21-30","w",11,"115","Malteser",,,,"K",2014,"w","beige"
121522,"11-20","w",9,"92","Yorkshire Terrier",,,,"K",2014,"m","schwarz/braun"
121528,"41-50","w",9,"91","Shih Tzu",,,,"K",2014,"w","weiss/braun"
121532,"21-30","m",11,"115","Cocker Spaniel",,,,"K",2014,"m","rot"
121536,"51-60","w",6,"61","Prager Rattler",,,,"K",2014,"m","braun"
121541,"61-70","w",7,"71","Bergamasker",,"Belgischer Schäfer",,"I",2014,"m","grau"
121543,"21-30","w",9,"92","Continental Bulldog",,,,"I",2014,"m","gestromt"
121544,"21-30","w",12,"122","Pinscher",,,,"K",2014,"m","braun"
121545,"41-50","m",8,"81","Mittelpudel",,,,"K",2014,"m","apricot"
121546,"51-60","w",7,"74","Goldendoodle",,,,"I",2015,"w","fawn"
121549,"51-60","m",9,"92","Havaneser",,,,"K",2012,"w","schwarz/grau"
121549,"51-60","m",9,"92","Shih Tzu",,,,"K",2014,"w","schwarz/weiss"
121551,"41-50","w",9,"92","Shiba Inu",,,,"K",2009,"w","hellbraun"
121553,"21-30","w",6,"61","Jack Russel Terrier",,,,"K",2008,"w","tricolor"
121557,"51-60","w",6,"61","Yorkshire Terrier",,,,"K",2014,"w","tricolor"
121562,"51-60","w",11,"111","Yorkshire Terrier",,,,"K",2013,"w","braun/schwarz"
121563,"71-80","w",11,"115","Deutscher Boxer",,,,"I",2013,"w","dunkel gestromt"
121564,"51-60","w",11,"111","West Highland White Terrier",,,,"K",2004,"w","weiss"
121569,"41-50","w",12,"123","Chihuahua",,,,"K",2013,"w","tricolor"
121571,"21-30","w",11,"115","Windhund",,"Prager Rattler",,"I",2013,"m","schwarz"
121585,"41-50","m",7,"74","Malteser",,,,"K",2016,"m","weiss"
121588,"41-50","w",9,"91","Labrador Retriever",,,,"I",2013,"m","schwarz"
121591,"31-40","w",11,"115","Chihuahua",,,,"K",2011,"w","rot/braun"
121595,"31-40","w",10,"101","Border Collie",,,,"I",2013,"m","rotbraun/weiss"
121652,"41-50","m",5,"52","Appenzeller Sennenhund",,"Jack Russel Terrier",,"I",2008,"m","schwarz/weiss/braun"
121689,"41-50","m",2,"21","Yorkshire Terrier",,,,"K",2008,"w","steelblue"
121700,"61-70","m",2,"21","Shih Tzu",,,,"K",2013,"m","schwarz"
121718,"31-40","m",11,"119","Mischling klein",,,,"K",2004,"w","braun"
121732,"21-30","m",4,"42","Mischling klein",,,,"K",2003,"w","braun"
121736,"61-70","w",4,"42","Yorkshire Terrier",,,,"K",2014,"m","braun/schwarz"
121738,"41-50","w",10,"102","Bichon frisé",,,,"K",2009,"w","weiss"
121746,"41-50","m",11,"115","Golden Retriever",,,,"I",2014,"m","golden"
121747,"21-30","w",1,"11","Bolonka Zwetna",,,,"K",2015,"m","creme"
121747,"21-30","w",1,"11","Bolonka Zwetna",,,,"K",2014,"m","choco"
121749,"31-40","w",6,"63","Jack Russel Terrier",,,,"K",2013,"w","tricolor"
121750,"21-30","w",6,"61","Yorkshire Terrier",,,,"K",2014,"w","schwarz/braun"
121787,"31-40","m",11,"111","Deutscher Schäfer",,,,"I",2012,"m","grau"
121799,"41-50","w",2,"21","Chihuahua",,,,"K",2014,"w","rot/weiss"
121800,"51-60","w",11,"115","Malteser",,,,"K",2013,"m","weiss"
121801,"21-30","w",8,"81","Chihuahua",,,,"K",2013,"w","weiss/rot"
121818,"61-70","m",9,"92","Cocker Spaniel",,,,"K",2007,"m","schwarz"
121840,"51-60","m",10,"102","Tibet Terrier",,,,"K",2013,"m","weiss/schwarz"
121859,"31-40","w",5,"51","Cocker Spaniel","Mischling",,,"K",2014,"m","grau/schwarz"
121862,"51-60","w",7,"74","Mischling klein",,,,"K",2008,"w","schwarz"
121867,"51-60","w",11,"119","Yorkshire Terrier",,,,"K",2013,"m","black/tan"
121871,"41-50","w",11,"119","Mops",,,,"K",2013,"w","schwarz"
121881,"21-30","m",12,"122","Chihuahua",,"Pekingese",,"K",2009,"w","blondfarben"
121913,"61-70","m",5,"51","Papillon",,"Chihuahua",,"K",2013,"m","schwarz/weiss"
121916,"51-60","w",4,"44","Französische Bulldogge",,,,"K",2013,"m","schwarz/weiss"
121924,"31-40","m",11,"119","Labrador Retriever",,,,"I",2013,"m","schwarz"
121931,"21-30","w",10,"101","Französische Bulldogge",,,,"K",2013,"w","brindle"
121934,"61-70","m",8,"81","Mischling klein",,,,"K",2013,"w","schwarz/weiss"
121937,"21-30","w",9,"91","Yorkshire Terrier",,,,"K",2013,"m","braun/schwarz"
121939,"21-30","w",2,"21","Chihuahua",,,,"K",2012,"w","beige"
121939,"21-30","w",2,"21","Chihuahua",,,,"K",2013,"m","braun"
121951,"21-30","m",11,"111","Malteser",,,,"K",2013,"w","weiss"
121953,"51-60","m",9,"91","Yorkshire Terrier",,,,"K",2013,"w","tricolor"
121962,"81-90","w",6,"63","Mischling klein",,,,"K",2005,"m","braun"
121965,"31-40","w",6,"61","Malteser","Mischling",,,"K",2013,"m","weiss"
121968,"21-30","w",6,"61","Mops",,,,"K",2013,"m","beige"
121969,"21-30","w",11,"119","Chihuahua",,,,"K",2013,"m","weiss/schwarz"
121970,"41-50","w",8,"82","Cavalier King Charles Spaniel",,,,"K",2008,"w","ruby"
121979,"61-70","w",9,"91","Mops",,,,"K",2013,"w","braun/schwarz"
121984,"21-30","m",4,"42","Jack Russel Terrier",,,,"K",2013,"m","weiss/braun"
121987,"21-30","m",7,"74","Mittelspitz",,,,"K",2013,"m","schwarz/weiss"
121989,"31-40","w",11,"111","Foxterrier",,,,"K",2008,"w","tricolor"
121993,"31-40","w",9,"92","Chihuahua",,,,"K",2011,"w","black/tan"
121993,"31-40","w",9,"92","Chihuahua",,,,"K",2013,"w","beige/weiss"
121994,"41-50","w",4,"41","Chihuahua",,,,"K",2014,"w","weiss"
122007,"31-40","m",11,"115","Jack Russel Terrier",,"Boxer",,"I",2013,"m","braun/weiss"
122011,"61-70","w",4,"41","Labrador Retriever",,,,"I",2014,"m","gelb"
122016,"61-70","m",9,"92","Parson Jack Russell Terrier",,,,"K",2013,"w","tricolor"
122017,"31-40","w",7,"73","Zwergspitz",,,,"K",2017,"m","weiss"
122017,"31-40","w",7,"73","Zwergspitz",,"Pomeranian",,"K",2017,"m","orange"
122018,"31-40","m",7,"73","English Cocker Spaniel",,,,"K",2013,"m","blue/tan"
122021,"51-60","m",4,"42","Französische Bulldogge",,,,"K",2013,"m","schwarz"
122026,"41-50","m",5,"51","Chihuahua",,,,"K",2016,"w","weiss/schwarz"
122026,"41-50","m",5,"51","Chihuahua",,,,"K",2014,"m","schwarz/braun"
122028,"71-80","w",8,"83","Leonberger",,,,"I",2012,"w","löwenfarbig"
122028,"71-80","w",8,"83","Pudel",,,,"K",2016,"m","apricot"
122030,"61-70","m",4,"42","Chihuahua",,,,"K",2013,"m","braun/grau"
122033,"21-30","w",9,"91","Chihuahua",,,,"K",2013,"w","schwarz/beige"
122041,"51-60","m",4,"42","Rhodesian Ridgeback",,,,"I",2009,"m","wheaton"
122041,"51-60","m",4,"42","Rhodesian Ridgeback",,,,"I",2008,"m","wheaton"
122044,"41-50","w",3,"33","Französische Bulldogge",,,,"K",2011,"w","schwarz/weiss"
122045,"61-70","w",9,"92","Malteser","Mischling",,,"K",2017,"m","weiss/schwarz"
122046,"61-70","w",12,"122","Pinscher",,,,"K",2013,"m","hellbraun"
122048,"31-40","w",10,"102","Zwergspitz",,"Pomeranian",,"K",2015,"m","creme"
122048,"31-40","w",10,"102","Spitz",,,,"K",2012,"w","weiss"
122048,"31-40","w",10,"102","Zwergspitz",,"Pomeranian",,"K",2015,"w","creme"
122048,"31-40","w",10,"102","Chihuahua",,,,"K",2013,"m","schwarz/braun/weiss"
122050,"31-40","w",4,"44","Chihuahua",,,,"K",2013,"m","braun/weiss"
122067,"41-50","w",2,"21","Malteser",,,,"K",2010,"m","weiss"
122070,"31-40","m",11,"119","Kleinspitz",,,,"K",2013,"w","tricolor"
122072,"31-40","w",7,"74","Pudel",,,,"K",2011,"m","schwarz"
122078,"21-30","m",10,"102","Terrier","Mischling",,,"K",2013,"w","weiss/schwarz"
122079,"31-40","w",3,"31","Rhodesian Ridgeback",,"Boxer",,"I",2012,"m","braun/schwarz"
122089,"41-50","w",9,"91","Mischling klein",,,,"K",2010,"m","beige"
122090,"31-40","m",12,"121","Chihuahua",,,,"K",2013,"m","hellbraun"
122090,"31-40","m",12,"121","Chihuahua",,,,"K",2013,"w","braun"
122092,"31-40","w",11,"115","Mops",,,,"K",2013,"m","beige"
122092,"31-40","w",11,"115","Französische Bulldogge",,,,"K",2016,"m","blau/grau"
122108,"41-50","w",4,"41","Rehpinscher",,"Zwergpinscher",,"K",2014,"w","schwarz/braun"
122139,"61-70","w",12,"122","Yorkshire Terrier",,,,"K",2014,"m","black/tan"
122140,"21-30","w",10,"101","Jack Russel Terrier",,,,"K",2014,"w","tricolor"
122151,"31-40","w",5,"51","Mops",,,,"K",2012,"w","beige"
122160,"21-30","w",10,"102","Französische Bulldogge",,,,"K",2014,"m","braun/weiss"
122163,"51-60","m",9,"92","Zwergspitz",,,,"K",2009,"m","schwarz/weiss"
122236,"31-40","w",7,"72","Labrador Retriever",,,,"I",2007,"m","schwarz"
122237,"21-30","m",1,"14","Bergamasker",,"Berner Sennenhund",,"I",2013,"m","tricolor"
122238,"31-40","w",2,"23","Schäfer",,,,"I",2013,"m","schwarz/braun"
122239,"51-60","w",10,"101","Mischling klein",,,,"K",2013,"w","rot"
122239,"51-60","w",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2005,"m","blondfarben"
122247,"31-40","w",10,"101","Miniature Australien Shepard",,,,"K",2014,"w","vierfarbig"
122250,"31-40","m",10,"101","Mischling gross",,,,"I",2014,"w","schwarz/braun"
122257,"31-40","m",12,"123","Beagle",,,,"K",2014,"m","tricolor"
122258,"41-50","m",12,"122","Chihuahua",,,,"K",2013,"w","schwarz/braun"
122261,"21-30","w",5,"52","Welsh Corgi Pembroke",,,,"K",2014,"m","rot/weiss"
122268,"31-40","w",11,"111","Mischling klein",,,,"K",2010,"w","schwarz"
122272,"51-60","m",9,"92","Chihuahua",,,,"K",2013,"w","hellbraun"
122278,"41-50","w",11,"111","Pinscher",,,,"K",2015,"w","schwarz/braun"
122290,"31-40","w",3,"34","Basset Hound",,,,"I",2014,"m","tricolor"
122291,"31-40","w",6,"63","Rhodesian Ridgeback",,,,"I",2014,"m","braun"
122294,"41-50","m",11,"115","Windhund",,,,"I",2013,"w","gestromt"
122310,"51-60","w",12,"121","Malteser",,,,"K",2014,"m","weiss"
122312,"31-40","m",3,"31","Mischling gross",,,,"I",2014,"w","braun/schwarz"
122313,"21-30","w",9,"91","Chihuahua",,,,"K",2014,"m","weiss"
122315,"41-50","m",2,"23","Golden Retriever",,,,"I",2014,"w","golden"
122356,"31-40","w",9,"92","Yorkshire Terrier",,,,"K",2014,"w","black/tan"
122367,"21-30","w",9,"92","Vorstehhund",,"Boxer",,"I",2014,"w","hellbraun"
122376,"41-50","m",4,"42","English Cocker Spaniel",,,,"K",2014,"w","rot"
122378,"61-70","w",2,"21","Portugiesischer Wasserhund",,,,"I",2014,"m","braun"
122379,"81-90","m",4,"44","Pudel",,,,"K",2002,"w","schwarz"
122385,"21-30","w",11,"111","Labrador Retriever",,,,"I",2012,"m","blondfarben"
122387,"41-50","w",3,"33","Zwergdackel",,,,"K",2014,"m","schwarz/rot"
122389,"41-50","m",2,"21","American Cocker Spaniel",,"Zwergpudel",,"K",2014,"m","apricot"
122409,"41-50","m",2,"24","Finnischer Lapphund",,,,"I",2014,"w","schwarz/beige"
122416,"41-50","w",11,"115","Französische Bulldogge",,,,"K",2014,"w","braun"
122417,"51-60","w",4,"44","Malteser","Mischling",,,"K",2014,"m","weiss/beige"
122450,"51-60","w",3,"34","Malteser",,,,"K",2014,"m","weiss"
122464,"41-50","m",2,"23","Mischling klein",,,,"K",2012,"w","schwarz"
122464,"41-50","m",2,"23","Mischling gross",,,,"I",2012,"w","weiss"
122481,"21-30","w",12,"122","Mops",,,,"K",2014,"m","beige"
122482,"51-60","w",7,"71","Rhodesian Ridgeback",,,,"I",2016,"w","red-wheaten"
122497,"31-40","w",2,"24","Terrier","Mischling",,,"K",2010,"m","tricolor"
122512,"41-50","w",2,"24","Irish Terrier",,,,"I",2014,"w","rot"
122512,"41-50","w",2,"24","Irish Terrier",,,,"I",2014,"w","rot/beige"
122513,"31-40","w",7,"73","Chihuahua",,,,"K",2014,"m","rot/braun"
122515,"41-50","w",6,"61","Australian Shepherd",,"Pudel",,"I",2009,"w","braun"
122521,"31-40","w",9,"92","Shar Pei",,,,"I",2014,"m","braun"
122524,"21-30","w",11,"119","Biewer Yorkshire Terrier",,,,"K",2013,"m","tricolor"
122530,"51-60","m",8,"83","Boston Terrier",,,,"K",2016,"m","schwarz/weiss"
122541,"31-40","m",10,"102","Englische Bulldogge",,,,"I",2012,"m","weiss/braun"
122565,"41-50","m",11,"119","Yorkshire Terrier",,,,"K",2014,"m","blue/tan"
122610,"41-50","m",6,"61","Miniature Bull Terrier",,,,"K",2016,"w","schwarz/weiss"
122610,"41-50","m",6,"61","Yorkshire Terrier",,,,"K",2012,"m","schwarz/braun/beige"
122624,"71-80","m",6,"61","Mischling klein",,,,"K",2014,"w","schwarz/weiss"
122627,"31-40","w",8,"81","Chihuahua",,,,"K",2013,"w","weiss"
122630,"41-50","w",6,"61","Golden Retriever",,,,"I",2014,"w","golden"
122647,"81-90","m",10,"101","Terrier","Mischling",,,"K",2002,"m","braun/beige"
122648,"31-40","w",7,"71","Pekingese",,,,"K",2012,"w","rot/weiss"
122650,"31-40","w",11,"115","Shiba Inu",,,,"K",2014,"w","schwarz"
122680,"41-50","w",2,"24","Labrador Retriever",,"Zwergpudel",,"I",2011,"w","braun"
122688,"31-40","m",3,"31","Berner Sennenhund",,,,"I",2011,"m","rotbraun/weiss"
122694,"51-60","w",9,"92","Zwergspitz",,"Pomeranian",,"K",2011,"w","beige"
122695,"61-70","w",4,"42","Cocker Spaniel",,,,"K",2011,"w","schwarz"
122699,"61-70","w",12,"123","Mischling klein",,,,"K",2012,"w","weiss/beige"
122704,"41-50","m",11,"119","Yorkshire Terrier",,,,"K",2011,"m","black/tan"
122706,"21-30","w",12,"123","Chihuahua",,,,"K",2012,"m","tricolor"
122713,"41-50","w",11,"111","Jack Russel Terrier",,,,"K",2014,"w","tricolor"
122714,"31-40","m",11,"119","Toypudel",,,,"K",2012,"w","schwarz"
122715,"51-60","w",2,"23","Beagle",,,,"K",2011,"m","tricolor"
122716,"61-70","w",11,"119","Basenji",,,,"K",2013,"m","brindle"
122717,"21-30","w",6,"61","Jack Russel Terrier",,,,"K",2011,"w","tricolor"
122719,"41-50","m",3,"31","Mischling gross",,,,"I",2014,"w","schwarz"
122720,"31-40","w",4,"44","Mischling gross",,,,"I",2011,"m","schwarz/braun/grau"
122720,"31-40","w",4,"44","Schäfer","Mischling",,,"I",2010,"m","hellbraun"
122723,"41-50","w",11,"111","Labrador Retriever",,,,"I",2012,"w","schwarz"
122731,"21-30","w",3,"31","Französische Bulldogge",,,,"K",2010,"w","weiss/schwarz"
122731,"21-30","w",3,"31","Französische Bulldogge",,,,"K",2010,"w","schwarz"
122745,"31-40","w",9,"91","Malteser",,,,"K",2010,"m","weiss"
122746,"31-40","w",11,"111","Mischling klein",,,,"K",2010,"w","schwarz"
122755,"51-60","m",6,"61","Chihuahua",,"Zwergpinscher",,"K",2012,"m","schwarz"
122760,"21-30","w",9,"91","Yorkshire Terrier",,,,"K",2012,"m","black/tan"
122771,"51-60","w",1,"11","Zwergrauhaardackel",,,,"K",2012,"w","schwarz"
122784,"51-60","m",9,"92","Shih Tzu",,,,"K",2013,"m","tricolor"
122785,"71-80","w",10,"101","Shih Tzu",,,,"K",2013,"m","creme"
122790,"61-70","w",8,"82","Chihuahua",,,,"K",2013,"w","beige"
122790,"61-70","w",8,"82","Mischling klein",,,,"K",2008,"m","schwarz"
122791,"51-60","w",12,"122","Bolonka Zwetna",,,,"K",2012,"w","zobel"
122797,"41-50","w",2,"24","Papillon",,,,"K",2012,"m","schwarz/weiss"
122804,"41-50","m",12,"122","Zwergpinscher",,"Rehpinscher",,"K",2012,"w","schwarz/braun"
122815,"41-50","w",8,"83","Australian Shepherd",,,,"I",2012,"w","tricolor"
122830,"31-40","w",4,"44","Mops",,,,"K",2012,"m","beige"
122832,"21-30","w",4,"44","Continental Bulldog",,,,"I",2014,"m","rotbraun"
122838,"61-70","w",6,"61","Italienisches Windspiel",,,,"K",2011,"w","beige"
122841,"71-80","w",1,"11","Papillon",,,,"K",2016,"w","rot/weiss"
122859,"41-50","w",6,"61","Englische Bulldogge",,,,"I",2012,"m","braun/schwarz/weiss"
122863,"51-60","w",10,"102","Malteser",,,,"K",2014,"m","weiss"
122866,"51-60","m",12,"122","Lagotto Romagnolo",,,,"I",2014,"m","weiss/orange"
122868,"31-40","w",3,"34","English Cocker Spaniel",,,,"K",2012,"w","braun/weiss"
122873,"31-40","w",9,"92","Chihuahua",,,,"K",2012,"w","creme"
122877,"41-50","w",7,"74","Rauhaar Dackel",,,,"K",2014,"w","saufarben"
122881,"51-60","w",1,"11","Mischling klein","Mischling",,,"K",2010,"w","braun/weiss"
122915,"21-30","m",12,"121","Pekingese",,,,"K",2014,"m","braun/schwarz"
122916,"31-40","m",9,"92","Jack Russel Terrier",,,,"K",2012,"w","tricolor"
122918,"21-30","w",3,"34","Französische Bulldogge",,,,"K",2012,"w","blau"
122926,"41-50","w",7,"73","Riesenschnauzer",,,,"I",2012,"w","schwarz"
122928,"41-50","w",3,"34","Malteser",,,,"K",2012,"m","weiss"
122929,"51-60","w",11,"111","Bichon",,,,"K",2014,"m","braun"
122930,"31-40","m",11,"115","Schäfer",,,,"I",2013,"w","weiss"
122935,"31-40","m",2,"21","Chihuahua",,,,"K",2012,"m","schwarz"
122935,"31-40","m",2,"21","Chihuahua",,,,"K",2012,"m","grau"
122939,"51-60","m",3,"34","Vorstehhund",,,,"I",2010,"w","weiss/schwarz"
122947,"31-40","w",11,"115","Zwergschnauzer",,,,"K",2014,"w","schwarz"
122948,"21-30","w",12,"123","Mischling klein",,,,"K",2013,"m","beige"
122950,"21-30","w",3,"34","Dackel","Mischling",,,"K",2009,"m","braun"
122951,"41-50","w",11,"115","Pinscher",,,,"K",2014,"m","schwarz/braun"
122952,"31-40","w",4,"41","Dobermann",,,,"I",2011,"w","schwarz/braun"
122953,"51-60","w",8,"83","Mischling klein",,,,"K",2011,"m","weiss"
122956,"51-60","m",12,"122","Pekingese","Mischling",,,"K",2004,"w","braun"
122956,"51-60","m",12,"122","Mischling klein",,,,"K",2012,"w","braun"
122960,"41-50","w",9,"91","Bolonka Zwetna",,,,"K",2013,"w","braun/weiss"
122961,"41-50","m",7,"72","Deutsche Dogge",,,,"I",2012,"w","brindle"
122967,"31-40","w",9,"92","Mops",,,,"K",2010,"m","beige/schwarz"
122969,"51-60","w",8,"83","Jack Russel Terrier",,,,"K",2012,"m","tricolor"
122970,"31-40","w",3,"34","Französische Bulldogge",,,,"K",2014,"m","schwarz gestromt"
122974,"41-50","w",11,"111","English Toy Terrier",,,,"K",2012,"m","black/tan"
122977,"61-70","m",4,"44","Pekingese","Mischling",,,"K",2012,"w","braun"
122986,"21-30","w",9,"92","Chihuahua",,,,"K",2012,"m","sable"
122992,"21-30","w",12,"122","Chihuahua",,,,"K",2014,"w","weiss"
123006,"61-70","w",12,"121","Pudel",,,,"K",2014,"m","hellfarben"
123009,"31-40","w",9,"92","Terrier","Mischling",,,"K",2012,"m","schwarz/weiss"
123010,"61-70","w",11,"119","Yorkshire Terrier",,,,"K",2012,"m","black/tan"
123012,"41-50","w",7,"74","Mischling gross",,,,"I",2012,"m","schwarz/braun/weiss"
123017,"31-40","m",7,"72","Bergamasker",,"Collie",,"I",2014,"m","schwarz/grau"
123020,"61-70","w",6,"61","Toy Pudel",,,,"K",2012,"m","apricot"
123024,"21-30","m",8,"82","Französische Bulldogge",,,,"K",2014,"m","schwarz"
123027,"71-80","w",6,"63","Shih Tzu",,,,"K",2012,"m","weiss"
123034,"31-40","w",11,"119","Mischling klein",,,,"K",2012,"w","schwarz"
123040,"31-40","w",2,"24","Chihuahua",,,,"K",2013,"w","apricot"
123043,"41-50","w",7,"73","Spitz",,"Pomeranian",,"K",2008,"w","hellbraun"
123052,"41-50","w",3,"31","Yorkshire Terrier",,,,"K",2016,"m","black/tan"
123074,"21-30","w",12,"123","Border Collie",,"Entlebucher Sennenhund",,"I",2014,"m","schwarz/weiss"
123077,"51-60","m",9,"91","Yorkshire Terrier",,,,"K",2011,"m","beige/schwarz"
123101,"31-40","w",11,"119","Dachshund",,,,"K",2012,"w","schwarz/braun"
123103,"51-60","w",3,"31","Labrador Retriever","Mischling",,,"I",2012,"w","blondfarben"
123116,"31-40","w",7,"72","Pyrenäen",,,,"I",2009,"m","grau"
123116,"31-40","w",7,"72","Rauhaar Dackel",,,,"K",2014,"w","rot/braun"
123126,"41-50","w",6,"61","Zwergpinscher",,,,"K",2014,"w","rot"
123129,"31-40","m",3,"34","Jack Russel Terrier",,,,"K",2010,"m","schwarz/weiss/braun"
123137,"21-30","w",9,"92","Zwergspitz",,,,"K",2012,"w","creme"
123139,"31-40","w",6,"63","Grosspudel",,,,"I",2010,"m","weiss"
123141,"41-50","m",5,"52","Zwergspitz",,,,"K",2012,"m","dunkelbraun"
123143,"31-40","w",10,"101","Cocker Spaniel",,,,"K",2012,"w","schwarz"
123148,"61-70","w",7,"72","Golden Retriever",,"Pudel",,"I",2011,"w","weiss"
123188,"61-70","m",2,"24","Dachshund",,,,"K",2012,"m","saufarben"
123189,"21-30","w",9,"92","Chihuahua",,,,"K",2011,"w","braun"
123190,"31-40","w",7,"74","Zwergpinscher",,"Rehpinscher",,"K",2014,"m","schwarz/braun"
123192,"41-50","w",10,"101","Cocker Spaniel",,,,"K",2011,"w","braun"
123196,"21-30","w",12,"122","Dalmatiner",,,,"I",2011,"m","schwarz/weiss"
123200,"51-60","w",3,"33","Mops",,,,"K",2011,"w","beige/schwarz"
123201,"31-40","w",7,"72","Mischling klein",,,,"K",2013,"m","braun/weiss"
123206,"31-40","m",6,"61","Französische Bulldogge",,,,"K",2012,"m","weiss/schwarz"
123209,"31-40","w",4,"44","Chihuahua","Mischling",,,"K",2012,"w","schwarz"
123218,"31-40","w",2,"21","Französische Bulldogge",,,,"K",2014,"w","beige/schwarz"
123221,"71-80","w",9,"92","Tibet Terrier",,"Schnauzer",,"I",2012,"w","schwarz/grau"
123222,"41-50","m",9,"91","Pudel",,"Deutsch Drahthaar",,"I",2012,"w","weiss/beige"
123223,"41-50","w",2,"24","Border Terrier",,,,"K",2012,"m","red grizzle"
123224,"31-40","w",3,"34","Yorkshire Terrier",,,,"K",2014,"m","schwarz/grau"
123226,"41-50","m",11,"119","Labrador Retriever",,,,"I",2013,"w","blondfarben"
123237,"21-30","w",7,"74","Sheltie",,,,"K",2014,"m","blue/merle"
123242,"41-50","w",1,"11","Französische Bulldogge",,,,"K",2014,"m","schwarz"
123243,"21-30","w",6,"61","Barbet",,,,"I",2014,"m","schwarz"
123252,"21-30","m",2,"21","Husky",,"Bergamasker",,"I",2011,"m","schwarz/weiss"
123253,"51-60","w",10,"102","Welsh Corgi Pembroke",,,,"K",2010,"w","rot/weiss"
123260,"71-80","m",11,"111","Chihuahua",,,,"K",2014,"m","schwarz"
123288,"21-30","m",11,"115","Dobermann",,"Jack Russel Terrier",,"I",2012,"w","schwarz/braun"
